reference_date,report_date,count,delay
2021-08-22,2021-08-24,1,2
2021-08-23,2021-08-24,1,1
2021-08-23,2021-08-25,1,2
2021-08-24,2021-08-28,1,4
2021-08-25,2021-08-29,1,4
2021-08-29,2021-08-27,1,-2
2021-08-31,2021-09-03,2,3
2021-09-03,2021-09-06,1,3
2021-09-04,2021-09-07,1,3
2021-09-05,2021-09-07,1,2
2021-09-10,2021-09-12,1,2
2021-09-11,2021-09-13,1,2
2021-09-17,2021-09-20,2,3
2021-09-22,2021-09-26,1,4
2021-09-23,2021-09-25,2,2
2021-09-24,2021-09-25,1,1
2021-09-26,2021-09-28,2,2
2021-09-28,2021-09-30,1,2
2021-09-29,2021-10-27,1,28
2021-09-30,2021-10-06,1,6
2021-10-01,2021-10-05,1,4
2021-10-03,2021-10-05,1,2
2021-10-04,2021-10-06,1,2
2021-10-05,2021-10-07,1,2
2021-10-06,2021-10-08,1,2
2021-10-07,2021-10-08,1,1
2021-10-08,2021-10-14,1,6
2021-10-12,2021-10-15,1,3
2021-10-13,2021-10-15,1,2
2021-10-13,2021-10-16,1,3
2021-10-15,2021-10-26,1,11
2021-10-18,2021-10-19,1,1
2021-10-18,2021-10-20,1,2
2021-10-19,2021-10-21,1,2
2021-10-19,2021-10-22,1,3
2021-10-21,2021-10-25,1,4
2021-10-22,2021-10-23,1,1
2021-10-24,2021-11-02,1,9
2021-10-26,2021-10-31,1,5
2021-10-28,2021-10-30,1,2
2021-10-29,2021-11-01,1,3
2021-10-31,2021-11-06,1,6
2021-11-01,2021-11-03,2,2
2021-11-01,2021-11-04,1,3
2021-11-04,2021-11-06,1,2
2021-11-04,2021-11-07,1,3
2021-11-08,2021-11-10,1,2
2021-11-08,2021-11-13,1,5
2021-11-10,2021-11-15,1,5
2021-11-13,2021-11-15,1,2
2021-11-15,2021-11-17,1,2
2021-11-17,2021-11-20,1,3
2021-11-20,2021-11-22,1,2
2021-11-21,2021-11-23,1,2
2021-11-22,2021-11-24,1,2
2021-11-22,2021-11-30,1,8
2021-11-24,2021-12-01,1,7
2021-11-25,2021-11-27,1,2
2021-11-25,2021-12-03,1,8
2021-11-26,2021-11-30,1,4
2021-11-27,2021-11-29,1,2
2021-11-28,2021-11-30,2,2
2021-11-30,2021-12-02,1,2
2021-12-01,2021-12-04,1,3
2021-12-02,2021-12-04,1,2
2021-12-02,2021-12-05,1,3
2021-12-03,2021-12-05,1,2
2021-12-03,2021-12-06,1,3
2021-12-04,2021-12-06,1,2
2021-12-05,2021-12-06,1,1
2021-12-05,2021-12-07,1,2
2021-12-07,2021-12-09,3,2
2021-12-09,2021-12-12,1,3
2021-12-11,2021-12-14,1,3
2021-12-12,2021-12-13,1,1
